197901,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
197902,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
197903,       0.000056,       0.000030,       0.000025,       0.000699,       1.313704,       0.000000
197904,       0.000842,       0.000394,       0.000281,       0.016392,      16.933622,       0.000000
197905,       0.003738,       0.002204,       0.001469,       0.044329,      17.366331,       0.000000
197906,       0.000268,       0.000120,      -0.000300,       0.032286,       7.155094,       0.000000
197907,       0.001566,       0.000670,       0.000342,       0.027033,       6.875984,       0.000000
197908,       0.001565,       0.000744,       0.000394,       0.026271,       7.625483,       0.000000
197909,       0.000642,       0.000325,       0.000137,       0.013986,       5.492754,       0.000000
197910,       0.000037,       0.000017,      -0.000049,       0.004449,       0.750700,       0.000000
197911,       0.000096,       0.000039,      -0.000004,       0.002695,       0.743447,       0.000000
197912,       0.000000,       0.000000,      -0.000031,       0.002032,       0.000000,       0.000000
198001,       0.000000,       0.000000,      -0.000038,       0.002371,       0.000000,       0.000000
198002,       0.000013,       0.000008,      -0.000002,       0.000478,       0.621416,       0.000000
198003,       0.000341,       0.000208,       0.000137,       0.005919,       6.379313,       0.000000
198004,       0.000126,       0.000066,       0.000050,       0.002177,       3.315159,       0.000000
198005,       0.000705,       0.000326,       0.000205,       0.010933,      10.605705,       0.000000
198006,       0.001809,       0.000813,       0.000509,       0.035936,      11.725933,       0.000000
198007,       0.001950,       0.000881,       0.000569,       0.037044,      13.564065,       0.000000
198008,       0.002289,       0.001031,       0.000685,       0.043415,      16.578768,       0.000000
198009,       0.003980,       0.001907,       0.001258,       0.058350,      28.296377,       0.000000
198010,       0.000226,       0.000125,       0.000062,       0.008275,       3.323167,       0.000000
198011,       0.000000,       0.000000,      -0.000008,       0.000907,       0.000005,       0.000000
198012,       0.000000,       0.000000,      -0.000004,       0.000487,       0.000000,       0.000000
198101,       0.000000,       0.000000,      -0.000001,       0.000087,       0.000000,       0.000000
198102,       0.000000,       0.000000,      -0.000001,       0.000093,       0.000000,       0.000000
198103,       0.000026,       0.000011,       0.000007,       0.000598,       0.340739,       0.000000
198104,       0.000119,       0.000058,       0.000043,       0.002467,       1.873179,       0.000000
198105,       0.000988,       0.000449,       0.000254,       0.014020,       8.545637,       0.000000
198106,       0.001822,       0.000777,       0.000435,       0.022322,       8.702705,       0.000000
198107,       0.001987,       0.000871,       0.000514,       0.031451,       8.476273,       0.000000
198108,       0.004075,       0.001725,       0.001029,       0.054941,      17.291550,       0.000000
198109,       0.008851,       0.003910,       0.002750,       0.150611,      48.434643,       0.000000
198110,       0.000044,       0.000020,      -0.000014,       0.009610,       3.911973,       0.000000
198111,       0.000030,       0.000010,      -0.000003,       0.001958,       0.358613,       0.000000
198112,       0.000000,       0.000000,      -0.000006,       0.000689,       0.000000,       0.000000
198201,       0.000000,       0.000000,      -0.000006,       0.000669,       0.000000,       0.000000
198202,       0.000000,       0.000000,      -0.000006,       0.000747,       0.000000,       0.000000
198203,       0.000008,       0.000006,      -0.000002,       0.000900,       0.718837,       0.000000
198204,       0.002668,       0.001248,       0.000709,       0.033744,      15.845927,       0.000000
198205,       0.000628,       0.000305,       0.000158,       0.014261,       6.034249,       0.000000
198206,       0.000951,       0.000413,       0.000235,       0.023240,       7.008377,       0.000000
198207,       0.001410,       0.000633,       0.000359,       0.032564,       8.565499,       0.000000
198208,       0.001577,       0.000735,       0.000486,       0.027053,      15.363215,       0.000000
198209,       0.002675,       0.001239,       0.000726,       0.048826,      16.014978,       0.000000
198210,       0.000200,       0.000105,       0.000036,       0.005543,       3.351835,       0.000000
198211,       0.000025,       0.000014,       0.000004,       0.000941,       1.315971,       0.000000
198212,       0.000000,       0.000000,      -0.000001,       0.000112,       0.000187,       0.000000
198301,       0.000000,       0.000000,      -0.000001,       0.000111,       0.000000,       0.000000
198302,       0.000000,       0.000000,      -0.000001,       0.000117,       0.000000,       0.000000
198303,       0.000110,       0.000047,       0.000033,       0.001664,       1.559396,       0.000000
198304,       0.000329,       0.000172,       0.000110,       0.008137,       7.341415,       0.000000
198305,       0.001125,       0.000503,       0.000237,       0.017443,       9.149611,       0.000000
198306,       0.001957,       0.000876,       0.000526,       0.038567,      12.696988,       0.000000
198307,       0.001353,       0.000634,       0.000373,       0.015235,       8.608685,       0.000000
198308,       0.002482,       0.001073,       0.000604,       0.062294,      13.490797,       0.000000
198309,       0.004300,       0.002094,       0.001445,       0.075291,      33.912155,       0.000000
198310,       0.002767,       0.001350,       0.001012,       0.049983,      27.681219,       0.000000
198311,       0.000000,       0.000000,      -0.000018,       0.001836,       0.002249,       0.000000
198312,       0.000000,       0.000000,      -0.000009,       0.000980,       0.000000,       0.000000
198401,       0.000000,       0.000000,      -0.000003,       0.000265,       0.000000,       0.000000
198402,       0.000000,       0.000000,      -0.000001,       0.000129,       0.000000,       0.000000
198403,       0.000009,       0.000003,       0.000001,       0.000256,       0.136383,       0.000000
198404,       0.000016,       0.000011,       0.000008,       0.000211,       1.191377,       0.000000
198405,       0.002191,       0.000940,       0.000465,       0.031994,      14.013445,       0.000000
198406,       0.002384,       0.001025,       0.000670,       0.042956,      12.801240,       0.000000
198407,       0.002443,       0.001045,       0.000726,       0.049326,      14.103531,       0.000000
198408,       0.002369,       0.001041,       0.000502,       0.027803,       8.871439,       0.000000
198409,       0.002557,       0.001281,       0.000908,       0.037945,      20.975975,       0.000000
198410,       0.000082,       0.000041,      -0.000000,       0.004100,       1.301623,       0.000000
198411,       0.000045,       0.000020,       0.000009,       0.002138,       0.727395,       0.000000
198412,       0.000000,       0.000000,      -0.000004,       0.000456,       0.000000,       0.000000
198501,       0.000000,       0.000000,      -0.000001,       0.000084,       0.000000,       0.000000
198502,       0.000000,       0.000000,      -0.000001,       0.000088,       0.000000,       0.000000
198503,       0.000019,       0.000012,       0.000010,       0.000297,       0.878559,       0.000000
198504,       0.000280,       0.000153,       0.000099,       0.004214,       5.780690,       0.000000
198505,       0.001936,       0.000851,       0.000592,       0.026177,      23.535713,       0.000000
198506,       0.001567,       0.000654,       0.000327,       0.041274,       9.615418,       0.000000
198507,       0.002339,       0.000982,       0.000633,       0.047556,      13.925224,       0.000000
198508,       0.005643,       0.002453,       0.001698,       0.126933,      29.908413,       0.000000
198509,       0.003239,       0.001515,       0.000983,       0.054966,      23.862291,       0.000000
198510,       0.000099,       0.000058,       0.000018,       0.003677,       2.307185,       0.000000
198511,       0.000003,       0.000001,      -0.000008,       0.001028,       0.036277,       0.000000
198512,       0.000000,       0.000000,      -0.000007,       0.000747,       0.000000,       0.000000
198601,       0.000000,       0.000000,      -0.000006,       0.000699,       0.000000,       0.000000
198602,       0.000000,       0.000000,      -0.000006,       0.000722,       0.000000,       0.000000
198603,       0.000004,       0.000003,      -0.000004,       0.000701,       0.125160,       0.000000
198604,       0.000019,       0.000015,       0.000005,       0.001120,       0.522532,       0.000000
198605,       0.000969,       0.000455,       0.000223,       0.021989,       7.204082,       0.000000
198606,       0.001875,       0.000901,       0.000588,       0.033158,      13.098161,       0.000000
198607,       0.001334,       0.000580,       0.000296,       0.024080,       6.119930,       0.000000
198608,       0.002420,       0.001015,       0.000487,       0.074856,      14.665730,       0.000000
198609,       0.002155,       0.000998,       0.000654,       0.040863,      14.893428,       0.000000
198610,       0.000003,       0.000001,      -0.000004,       0.000567,       0.083278,       0.000000
198611,       0.000000,       0.000000,      -0.000005,       0.000574,       0.000001,       0.000000
198612,       0.000000,       0.000000,      -0.000001,       0.000084,       0.000000,       0.000000
