198412,       0.000000,       0.000000,       0.000001,       0.001193,       0.021478,       0.000000
198501,       0.000000,       0.000000,      -0.000002,       0.001049,       0.017884,       0.000000
198502,       0.000000,       0.000000,      -0.000002,       0.001067,       0.016543,       0.000000
198503,       0.000000,       0.000000,       0.000000,       0.001198,       0.244036,       0.000000
198504,       0.000000,       0.000000,       0.000013,       0.008864,       6.123330,       0.000000
198505,       0.001142,       0.000515,       0.000700,       0.098433,      64.431091,       0.000000
198506,       0.000780,       0.000275,       0.000355,       0.097598,      38.573166,       0.000000
198507,       0.000222,       0.000076,       0.000212,       0.080561,      38.204624,       0.000000
198508,       0.007632,       0.003990,       0.002977,       0.338615,     192.696671,       0.000000
198509,       0.000457,       0.000167,       0.000055,       0.154761,      51.114632,       0.000000
198510,       0.000052,       0.000027,      -0.000034,       0.024137,       4.571659,       0.000000
198511,       0.000000,       0.000000,      -0.000031,       0.004830,       0.099563,       0.000000
198512,       0.000000,       0.000000,      -0.000007,       0.002108,       0.026390,       0.000000
198601,       0.000000,       0.000000,      -0.000004,       0.001851,       0.020800,       0.000000
198602,       0.000000,       0.000000,      -0.000004,       0.001824,       0.020582,       0.000000
198603,       0.000024,       0.000015,       0.000011,       0.001433,       1.126099,       0.000000
198604,       0.000002,       0.000000,       0.000001,       0.001735,       0.764546,       0.000000
198605,       0.001009,       0.000443,       0.000661,       0.118740,      64.454727,       0.000000
198606,       0.008432,       0.003563,       0.003213,       0.533013,     183.149307,       0.000000
198607,       0.000280,       0.000146,      -0.000007,       0.143527,      27.635681,       0.000000
198608,       0.000726,       0.000294,       0.000469,       0.110158,      56.312016,       0.000000
198609,       0.000009,       0.000003,      -0.000022,       0.051077,      20.302029,       0.000000
198610,       0.000028,       0.000018,      -0.000047,       0.007985,       1.086342,       0.000000
198611,       0.000000,       0.000000,      -0.000047,       0.002249,       0.049345,       0.000000
198612,       0.000012,       0.000006,       0.000004,       0.004602,       0.860457,       0.000000
